doid	name	type
DOID:10865	VIth nerve disorder	exact-synonym
DOID:10865	VIth nerve Paralysis	exact-synonym
DOID:5149	epithelioid neurofibroma	name
DOID:5149	epithelioid Neurofibroma	exact-synonym
DOID:5149	epithelioid neurofibroma (disorder)	exact-synonym
DOID:11265	trachoma	name
DOID:11265	active stage trachoma	exact-synonym
DOID:11265	trachoma dubium	exact-synonym
DOID:9407	strictly posterior acute myocardial infarction	name
DOID:8251	adult pleomorphic rhabdomyosarcoma	name
DOID:3069	astrocytoma	name
DOID:3069	Astrocytic tumor	exact-synonym
DOID:3069	astrocytoma of brain (disorder)	exact-synonym
DOID:3069	astrocytoma of Cerebrum	exact-synonym
DOID:3069	astrocytoma, no ICD-O subtype (morphologic abnormality)	exact-synonym
DOID:3069	astroglioma	exact-synonym
DOID:3069	cerebral astrocytoma	exact-synonym
DOID:8466	retinal degeneration	name
DOID:8466	degeneration of retina (disorder)	exact-synonym
DOID:8466	retina degeneration	exact-synonym
DOID:8466	RETINA degeneration	exact-synonym
DOID:0060285	parietal foramina	name
DOID:0060285	Caitlin marks	exact-synonym
DOID:0060285	enlarged parietal foramina	exact-synonym
DOID:0060285	hereditary cranium bifidum	exact-synonym
DOID:2034	encephalomalacia	name
DOID:2034	Encephalomalacia (disorder)	exact-synonym
DOID:11267	keratomalacia	name
DOID:8025	gastric signet ring cell adenocarcinoma	name
DOID:8025	Signet Ring cell adenocarcinoma of the stomach	exact-synonym
DOID:4933	apocrine adenocarcinoma	name
DOID:4933	Apocrine adenocarcinoma (morphologic abnormality)	exact-synonym
DOID:4933	Apocrine carcinoma	exact-synonym
DOID:4933	apocrine gland carcinoma	exact-synonym
DOID:4933	carcinoma of the Apocrine gland	exact-synonym
DOID:8020	glomangiomyoma	name
DOID:6420	pulmonary valve stenosis	name
DOID:471	skin hemangioma	name
DOID:471	Angioma of the skin	exact-synonym
DOID:471	Angiomatous naevus of skin	exact-synonym
DOID:471	hemangioma of skin (disorder)	exact-synonym
DOID:0060169	benign familial infantile epilepsy	name
DOID:0060169	benign familial infantile convulsion	exact-synonym
DOID:0060169	benign familial infantile seizures	exact-synonym
DOID:0060169	BFIC	exact-synonym
DOID:0060169	BFIE 	exact-synonym
DOID:2076	vulvar glandular tumor	name
DOID:5157	benign pleural mesothelioma	name
DOID:5157	Mesothelioma of Pleura	exact-synonym
DOID:5975	renal pelvis papillary tumor	name
DOID:5975	Papillary neoplasm of renal Pelvis	exact-synonym
DOID:2889	retrocochlear disease	name
DOID:10123	pigmentation disease	name
DOID:2883	prostatic adenoma	name
DOID:2883	adenoma - prostate	exact-synonym
DOID:2883	adenoma - prostate	exact-synonym
DOID:2883	adenoma of prostate	exact-synonym
DOID:2883	benign adenoma of prostate	exact-synonym
DOID:2883	benign adenoma of prostate	exact-synonym
DOID:2883	benign adenoma of prostate (disorder)	exact-synonym
DOID:2883	prostate adenoma	exact-synonym
DOID:14247	chronic purulent otitis media	name
DOID:14247	chronic purulent otitis media (disorder)	exact-synonym
DOID:14247	chronic suppurative otitis media	exact-synonym
DOID:14247	chronic suppurative otitis media	exact-synonym
DOID:14247	chronic suppurative otitis media NOS (disorder)	exact-synonym
DOID:14247	Unspecified chronic suppurative otitis media	exact-synonym
DOID:5155	multiple mucosal neuroma	name
DOID:8850	salivary gland cancer	name
DOID:8850	malignant neoplasm of major salivary gland	exact-synonym
DOID:8850	malignant neoplasm of salivary gland	exact-synonym
DOID:8850	malignant neoplasm of salivary gland duct	exact-synonym
DOID:8850	malignant tumor of the Major Salivary gland	exact-synonym
DOID:8850	malignant tumor of the Salivary gland	exact-synonym
DOID:10124	corneal disease	name
DOID:5158	pleural cancer	name
DOID:5158	neoplasm of pleura	exact-synonym
DOID:5158	Pleural tumor	exact-synonym
DOID:10235	Brown's tendon sheath syndrome	name
DOID:10235	Brown tendon sheath syndrome	exact-synonym
DOID:10235	Brown's (tendon) sheath syndrome	exact-synonym
DOID:10235	Brown's sheath syndrome	exact-synonym
DOID:10235	Brown's tendon sheath syndrome (disorder)	exact-synonym
DOID:0060021	DNA ligase IV deficiency	name
DOID:0060021	LIG4 Syndrome	exact-synonym
DOID:3407	carotid artery disease	name
DOID:3407	disorder of carotid artery (disorder)	exact-synonym
DOID:13709	premature ejaculation	name
DOID:5718	adrenal neuroblastoma	name
DOID:5718	neuroblastoma of Adrenal gland	exact-synonym
DOID:0060095	uterine benign neoplasm	name
DOID:2621	autonomic nervous system neoplasm	name
DOID:2621	tumor of Autonomic nervous system	exact-synonym
DOID:0060094	bone benign neoplasm	name
DOID:0060102	cartilage cancer	name
DOID:5324	fallopian tube germ cell cancer	name
DOID:5324	fallopian tube germ cell neoplasm	related-synonym
DOID:13717	mature cataract	name
DOID:13717	Mature cataract (disorder)	exact-synonym
DOID:13717	Total or mature cataract	exact-synonym
DOID:13717	Total, mature senile cataract (disorder)	exact-synonym
DOID:137	vagina squamous papilloma	name
DOID:137	squamous papilloma of vagina	exact-synonym
DOID:2859	hemoglobin C disease	name
DOID:2859	Hb-C disease	exact-synonym
DOID:2859	Hemoglobin C disease (disorder)	exact-synonym
DOID:1371	uterine corpus adenomatoid tumor	name
DOID:1371	uterine corpus localized epithelial Mesothelioma	exact-synonym
DOID:0050431	arrhythmogenic right ventricular cardiomyopathy	name
DOID:0050431	arrhythmogenic right ventricular dysplasia	exact-synonym
DOID:0050431	arrhythmogenic right ventricular dysplasia/cardiomyopathy	exact-synonym
DOID:0050431	ARVC	exact-synonym
DOID:0050431	ARVC cardiomyopathy	exact-synonym
DOID:0050431	ARVD	exact-synonym
DOID:0060097	thoracic benign neoplasm	name
DOID:6733	intrahepatic bile duct cystadenoma	name
DOID:6733	Cystadenoma of the Intrahepatic bile duct	exact-synonym
DOID:5764	lung meningioma	name
DOID:5764	lung primary meningioma	exact-synonym
DOID:5764	primary pulmonary meningioma	exact-synonym
DOID:5764	pulmonary meningioma	exact-synonym
DOID:0060098	osteoblastoma	name
DOID:4087	testicular pure germ cell tumor	name
DOID:5667	sweat gland carcinoma	name
DOID:5667	carcinoma of the Sweat gland	exact-synonym
DOID:13711	dental fluorosis	name
DOID:13711	Intrinsic enamel discolouration of fluorosis	exact-synonym
DOID:13711	Mottled teeth	exact-synonym
DOID:13711	Mottling of enamel	exact-synonym
DOID:0060096	sensory organ benign neoplasm	name
DOID:778	delusional disorder	name
DOID:13419	neurogenic bowel	name
DOID:4468	clear cell adenocarcinoma	name
DOID:4468	Clear cell adenocarcinoma (morphologic abnormality)	exact-synonym
DOID:4468	Clear cell adenocarcinoma NOS (morphologic abnormality)	exact-synonym
DOID:4468	malignant Mesonephroma	exact-synonym
DOID:4468	Mesonephroid Clear cell carcinoma	exact-synonym
DOID:4468	mesonephroma	exact-synonym
DOID:4468	Mesonephroma NOS (morphologic abnormality)	exact-synonym
DOID:4468	Mesonephroma, malignant (morphologic abnormality)	exact-synonym
DOID:4468	Water-Clear cell adenocarcinoma	exact-synonym
DOID:4468	Water-clear cell adenocarcinoma (morphologic abnormality)	exact-synonym
DOID:4468	Water-clear cell carcinoma	exact-synonym
DOID:4468	Wolffian duct neoplasm	exact-synonym
DOID:0060100	musculoskeletal system cancer	name
DOID:0060100	skeletal system cancer	exact-synonym
DOID:0060023	CD40 deficiency	name
DOID:0060023	type 3 hyper-IgM immunodeficiency 	exact-synonym
DOID:447	renal tubular transport disease	name
DOID:447	inborn renal tubular transport disorder	exact-synonym
DOID:3410	carotid artery thrombosis	name
DOID:3410	Carotid artery thrombosis	exact-synonym
DOID:3410	Carotid artery thrombosis (disorder)	exact-synonym
DOID:0050152	aspiration pneumonia	name
DOID:2656	breast intracanalicular fibroadenoma	name
DOID:234	colon adenocarcinoma	name
DOID:234	adenocarcinoma of colon	exact-synonym
DOID:234	adenocarcinoma of the colon	related-synonym
DOID:234	Colonic adenocarcinoma	exact-synonym
DOID:13714	anodontia	name
DOID:13714	Anodontia	exact-synonym
DOID:13714	Anodontia	exact-synonym
DOID:13714	Anodontia	exact-synonym
DOID:13714	Anodontia (disorder)	exact-synonym
DOID:13714	Anodontia NOS (finding)	exact-synonym
DOID:13714	Complete absence of teeth	exact-synonym
DOID:13714	Developmental absence of tooth	exact-synonym
DOID:13714	Total anodontia of permanent and deciduous teeth	exact-synonym
DOID:0050545	visceral heterotaxy	name
DOID:0050545	heterotaxia	exact-synonym
DOID:0050545	situs ambiguus	exact-synonym
DOID:5551	choriocarcinoma of the testis	name
DOID:5551	testicular Choriocarcinoma	exact-synonym
DOID:6380	adult brain medulloblastoma	name
DOID:13603	obstructive jaundice	name
DOID:13603	Cholestatic Jaundice	exact-synonym
DOID:13603	Cholestatic jaundice syndrome (disorder)	exact-synonym
DOID:13603	Obstructive hyperbilirubinemia	exact-synonym
DOID:13603	Obstructive hyperbilirubinemia (disorder)	exact-synonym
DOID:13603	Obstructive jaundice NOS	exact-synonym
DOID:13603	Obstructive jaundice NOS	exact-synonym
DOID:13603	Obstructive jaundice NOS (disorder)	exact-synonym
DOID:918	liver inflammatory pseudotumor	name
DOID:918	Inflammatory Pseudotumor of the Liver	exact-synonym
DOID:14272	pericholangitis	name
DOID:14272	Pericholangitis (disorder)	exact-synonym
DOID:12140	Chagas disease	name
DOID:12140	American trypanosomiasis	related-synonym
DOID:12140	Chagas' disease	exact-synonym
DOID:12140	chagas' disease with digestive system involvement	exact-synonym
DOID:12140	chagas' disease with nervous system involvement	exact-synonym
DOID:12140	chagas' disease with other organ involvement	exact-synonym
DOID:6381	anterior foramen magnum meningioma	name
DOID:6381	meningioma of the Anterior Foramen Magnum	exact-synonym
DOID:2658	dermoid cyst	name
DOID:2658	cystic dermoid choristoma	exact-synonym
DOID:2658	Dermoid choristoma	exact-synonym
DOID:2658	Dermoid tumour	exact-synonym
DOID:2658	Mature cystic teratoma	exact-synonym
DOID:2658	teratoma, benign	exact-synonym
DOID:2658	teratoma, benign (morphologic abnormality)	exact-synonym
DOID:14275	atrophic vulva	name
DOID:14275	atrophic vulva (disorder)	exact-synonym
DOID:14275	Atrophy of vulva	exact-synonym
DOID:14275	Atrophy of vulva (disorder)	exact-synonym
DOID:14275	Atrophy of vulva (disorder) [Ambiguous]	exact-synonym
DOID:6406	double outlet right ventricle	name
DOID:6406	Dextrotransposition of aorta (disorder)	exact-synonym
DOID:6406	Double outlet right ventricle	exact-synonym
DOID:6406	Double outlet right ventricle (disorder)	exact-synonym
DOID:6406	Double outlet right ventricle NOS (disorder)	exact-synonym
DOID:6406	Double outlet right ventricle with subpulmonary ventricular septal defect	exact-synonym
DOID:6406	Double outlet right ventricle, unspecified (disorder)	exact-synonym
DOID:6406	Taussig-Bing syndrome or defect	exact-synonym
DOID:3382	liposarcoma	name
DOID:10126	keratoconus	name
DOID:10126	conical cornea	exact-synonym
DOID:4479	pseudohypoaldosteronism	name
DOID:4479	Pseudohypoaldosteronism (disorder)	exact-synonym
DOID:2080	vulvar trichoepithelioma	name
DOID:2580	rhizomelic chondrodysplasia punctata	name
DOID:3413	alpha-mannosidosis	name
DOID:3413	Alpha-D-mannosidosis	exact-synonym
DOID:3413	alpha-mannosidase deficiency	exact-synonym
DOID:3413	deficiency of alpha-mannosidase (disorder)	exact-synonym
DOID:0060105	brain medulloblastoma	name
DOID:11527	laryngostenosis	name
DOID:11527	Stenosis of larynx	exact-synonym
DOID:11527	Stenosis of larynx	exact-synonym
DOID:11527	Stenosis of larynx (disorder)	exact-synonym
DOID:6383	childhood brain stem glioma	name
DOID:6383	pediatric glioma of the Brainstem	exact-synonym
DOID:0060028	Good syndrome	name
DOID:0060028	thymoma with hypogammaglobulinemia	exact-synonym
DOID:0060111	fallopian tube benign neoplasm	name
DOID:1787	pericarditis	name
DOID:2664	sweat gland neoplasm	name
DOID:2664	neoplasm of sweat gland (disorder)	exact-synonym
DOID:2664	Sweat gland tumor (morphologic abnormality)	exact-synonym
DOID:2664	Sweat gland tumor NOS (morphologic abnormality)	exact-synonym
DOID:2664	tumor of the Sweat gland	exact-synonym
DOID:0050153	pulmonary aspergilloma	name
DOID:0060106	brain meningioma	name
DOID:4473	sarcomatoid renal cell carcinoma	name
DOID:4473	renal cell carcinoma, spindle cell	exact-synonym
DOID:12641	displacement of cardia through esophageal hiatus	name
DOID:12641	Congenital hiatus hernia	exact-synonym
DOID:12641	Congenital hiatus hernia (disorder)	exact-synonym
DOID:11934	head and neck cancer	name
DOID:11934	head and neck neoplasm	exact-synonym
DOID:11934	head and neck tumours	exact-synonym
DOID:11934	head/neck neoplasm	exact-synonym
DOID:11934	tumor of head and neck (disorder)	exact-synonym
DOID:0060112	ovarian benign neoplasm	name
DOID:898	polycystic kidney disease	name
DOID:898	Congenital biliary ectasias	exact-synonym
DOID:898	POLYCYSTIC KIDNEY AND HEPATIC DISEASE 1	exact-synonym
DOID:6386	childhood brainstem astrocytoma	name
DOID:13730	malignant renovascular hypertension	name
DOID:6758	chest wall lymphoma	name
DOID:6758	chest wall cancer	exact-synonym
DOID:6758	lymphoma of chest wall	exact-synonym
DOID:6758	Lymphoma of the Chest Wall	exact-synonym
DOID:6758	malignant neoplasm of chest wall	exact-synonym
DOID:6758	malignant neoplasm of chest wall NOS (disorder)	exact-synonym
DOID:6758	malignant tumor of Chest Wall	exact-synonym
DOID:13724	scurvy	name
DOID:3202	neurilemmoma of the fifth cranial nerve	name
DOID:3202	Trigeminal Neurilemmoma	exact-synonym
DOID:3202	Trigeminal schwannoma (disorder)	exact-synonym
DOID:10938	paranoid personality disorder	name
DOID:295	eye carcinoma	name
DOID:295	carcinoma of eye	related-synonym
DOID:295	Ocular carcinoma	exact-synonym
DOID:5774	giant hemangioma	name
DOID:6110	jugular foramen meningioma	name
DOID:6110	meningioma of the Jugular Foramen	exact-synonym
DOID:2667	benign mesenchymoma	name
DOID:2667	Mesenchymoma, benign (morphologic abnormality)	exact-synonym
DOID:11975	coloboma of optic nerve	name
DOID:11975	Coloboma of optic disc (disorder)	exact-synonym
DOID:14305	tuberculous empyema	name
DOID:14305	Tuberculous empyema	exact-synonym
DOID:14305	Tuberculous Empyema	exact-synonym
DOID:14305	Tuberculous empyema (& pleural)	exact-synonym
DOID:14305	Tuberculous empyema (disorder)	exact-synonym
DOID:9191	diabetic macular edema	name
DOID:9191	Diabetic macular edema (disorder)	exact-synonym
DOID:0060128	mu chain disease	name
DOID:0050430	multiple endocrine neoplasia type 2A	name
DOID:0050430	MEN2A	exact-synonym
DOID:0050430	multiple endocrine neoplasia II	exact-synonym
DOID:0050430	Sipple syndrome	exact-synonym
DOID:13743	spinal cord lipoma	name
DOID:13743	Lipoma of spinal cord (disorder)	exact-synonym
DOID:13743	Spinal Cord Lipoma	exact-synonym
DOID:248	trachea leiomyoma	name
DOID:248	leiomyoma of the Trachea	exact-synonym
DOID:248	neoplasm of trachea (disorder)	exact-synonym
DOID:248	trachea neoplasm	exact-synonym
DOID:248	tracheal neoplasm	exact-synonym
DOID:248	Tracheal tumor	exact-synonym
DOID:8256	olfactory neural tumor	name
DOID:6407	ovarian surface papilloma	name
DOID:11379	gnathomiasis	name
DOID:11379	Gnathostomiasis	exact-synonym
DOID:11379	Infectious Disease by Gnathostoma (disorder)	exact-synonym
DOID:885	fascioliasis	name
DOID:885	Fasciola hepatica infection (disorder)	exact-synonym
DOID:885	Infection by Fasciola (disorder)	exact-synonym
DOID:885	Liver flukes NOS	exact-synonym
DOID:885	Liver flukes NOS (disorder)	exact-synonym
DOID:885	Sheep liver fluke infection	exact-synonym
DOID:5777	rectum neuroendocrine neoplasm	name
DOID:5777	neuroendocrine tumor of rectum	exact-synonym
DOID:5843	posteroinferior myocardial infarction	name
DOID:1325	bronchus cancer	name
DOID:1325	malignant neoplasm of bronchus and lung, unspecified	exact-synonym
DOID:1325	malignant neoplasm of bronchus or lung NOS (disorder)	exact-synonym
DOID:1325	malignant neoplasm of bronchus or lung, unspecified (disorder)	exact-synonym
DOID:0060121	integumentary system benign neoplasm	name
DOID:6620	X-linked hyper IgM syndrome	name
DOID:6620	hyperimmunoglobulin M syndrome	exact-synonym
DOID:6620	hyperimmunoglobulin M syndrome (disorder)	exact-synonym
DOID:11161	neonatal respiratory failure	name
DOID:11161	Neonatal respiratory failure (disorder)	exact-synonym
DOID:11161	respiratory failure of newborn	exact-synonym
DOID:11161	respiratory failure of newborn	exact-synonym
DOID:13732	panophthalmitis	name
DOID:13732	Panophthalmitis (disorder)	exact-synonym
DOID:3429	inclusion body myositis	name
DOID:3429	Distal Myopathy with Rimmed Vacuoles (DMRV)	exact-synonym
DOID:3429	Distal myopathy, Nonaka type	exact-synonym
DOID:3429	Hereditary Inclusion Body Myopathy	exact-synonym
DOID:3429	HIBM	exact-synonym
DOID:3429	IBM-3	exact-synonym
DOID:3429	IBM2	exact-synonym
DOID:3429	inclusion body myopathy 2	exact-synonym
DOID:3429	inclusion body myopathy 3	exact-synonym
DOID:3429	Nonaka Myopathy	exact-synonym
DOID:3429	Nonaka myopathy	exact-synonym
DOID:0060027	B cell linker protein deficiency	name
DOID:0060027	B-cell linker protein deficiency	exact-synonym
DOID:0060027	BLNK deficiency	exact-synonym
DOID:9439	chronic cholangitis	name
DOID:5781	atrophic flaccid tympanic membrane	name
DOID:5781	atrophic flaccid tympanic membrane (disorder)	exact-synonym
DOID:5781	atrophic flaccid tympanic membrane NOS (disorder)	exact-synonym
DOID:0060144	mirror agnosia	name
DOID:2839	erythropoietin polycythemia	name
DOID:2839	Nephrogenous polycythemia	exact-synonym
DOID:2839	Polycythaemia due to Excess Erythropoetin Production	exact-synonym
DOID:2839	Polycythemia due to excess erythopoetin production	exact-synonym
DOID:2839	Polycythemia, nephrogenous	exact-synonym
DOID:2839	secondary polycythemia with excess erythropoietin (disorder)	exact-synonym
DOID:7912	mixed oligodendroglioma-astrocytoma	name
DOID:7912	WHO grade II mixed glioma	exact-synonym
DOID:5784	esophageal neuroendocrine tumor	name
DOID:5784	neuroendocrine tumor of esophagus	exact-synonym
DOID:3525	middle cerebral artery infarction	name
DOID:14289	Ebstein anomaly	name
DOID:14289	Ebstein's anomaly	exact-synonym
DOID:14289	Ebstein's anomaly (disorder) [Ambiguous]	exact-synonym
DOID:14289	Ebstein's anomaly of common atrioventricular valve (disorder)	exact-synonym
DOID:14289	Ebstein's anomaly of right atrioventricular valve (disorder)	exact-synonym
DOID:14289	Ebstein's anomaly of tricuspid valve (disorder)	exact-synonym
DOID:2671	transitional cell carcinoma	name
DOID:2671	transitional carcinoma	exact-synonym
DOID:2671	transitional cell neoplasm	related-synonym
DOID:2671	transitional cell tumor	exact-synonym
DOID:2671	urothelial cell carcinoma 	exact-synonym
DOID:2917	cryoglobulinemia	name
DOID:2917	CRYOGLOBULINEMIA	exact-synonym
DOID:2917	Cryoimmunoglobulinaemia	exact-synonym
DOID:2678	adult mesoblastic nephroma	name
DOID:2678	benign MEST	exact-synonym
DOID:2678	MEST	exact-synonym
DOID:2678	mixed epithelial and stromal tumour of kidney	exact-synonym
DOID:11364	lens subluxation	name
DOID:11364	Lens subluxation	exact-synonym
DOID:11364	Lens subluxation	exact-synonym
DOID:11364	Subluxation of lens	exact-synonym
DOID:11364	Subluxation of lens (disorder)	exact-synonym
DOID:4505	pediatric angiosarcoma	name
DOID:4505	pediatric hemangiosarcoma	exact-synonym
DOID:2673	cystic nephroma	name
DOID:3428	granulomatous myositis	name
DOID:14731	Weaver syndrome	name
DOID:14731	WEAVER-LIKE SYNDROME	exact-synonym
DOID:14731	Weaver-Williams syndrome	exact-synonym
DOID:4486	malignant biphasic mesothelioma	name
DOID:4486	Mesothelioma, biphasic, malignant (morphologic abnormality)	exact-synonym
DOID:4486	mixed Mesothelioma	exact-synonym
DOID:11371	functional diarrhea	name
DOID:11371	Functional diarrhea (disorder)	exact-synonym
DOID:13739	nutmeg liver	name
DOID:13739	chronic passive congestion of liver	exact-synonym
DOID:13739	chronic passive congestion of liver (disorder)	exact-synonym
DOID:0060286	combined oxidative phosphorylation deficiency	name
DOID:7613	sarcomatosis of the meninges	name
DOID:7613	Meningeal sarcomatosis (morphologic abnormality)	exact-synonym
DOID:7613	sarcomatosis of meninges	exact-synonym
DOID:5082	liver cirrhosis	name
DOID:5082	Cirrhosis	exact-synonym
DOID:5082	cirrhosis of liver	exact-synonym
DOID:0050625	biliary tract neoplasm	name
DOID:0050625	extrahepatic bile duct neoplasm	exact-synonym
DOID:0050625	neoplasm of extrahepatic bile ducts (disorder)	exact-synonym
DOID:0050625	tumor of the extrahepatic bile duct	exact-synonym
DOID:11832	visual epilepsy	name
DOID:11832	epilepsy, visual	exact-synonym
DOID:10567	late yaws	name
DOID:10567	Gummata and ulcers due to yaws	exact-synonym
DOID:10567	Gummata of yaws	exact-synonym
DOID:10567	gummatous frambeside	exact-synonym
DOID:10567	multiple papillomata due to yaws and wet crab yaws	exact-synonym
DOID:10567	nodular late yaws	exact-synonym
DOID:10567	nodular late yaws (disorder)	exact-synonym
DOID:10567	Ulcers of yaws	exact-synonym
DOID:10567	Yaws gummata and ulcers (disorder)	exact-synonym
DOID:0050628	advanced sleep phase syndrome	name
DOID:0050628	familial advanced sleep-phase syndrome	exact-synonym
DOID:9574	choanal atresia	name
DOID:9574	Atresia of nares	exact-synonym
DOID:9574	Imperforate nares	exact-synonym
DOID:9574	posterior choanal atresia	exact-synonym
DOID:14546	sphenoidal sinus cancer	name
DOID:14546	malignant tumor of sphenoid sinus (disorder)	exact-synonym
DOID:14546	malignant tumor of Sphenoidal sinus	exact-synonym
DOID:2321	dyspepsia	name
DOID:2321	Dyspepsia, indigestion NOS	exact-synonym
DOID:2321	indigestion	exact-synonym
DOID:0050156	idiopathic pulmonary fibrosis	name
DOID:0050156	cryptogenic fibrosing alveolitis	exact-synonym
DOID:0050156	FIBROCYSTIC PULMONARY DYSPLASIA	exact-synonym
DOID:0050156	IDIOPATHIC PULMONARY FIBROSIS, FAMILIAL	exact-synonym
DOID:14548	steroid-induced glaucoma - borderline	name
DOID:14548	Borderline glaucoma steroid responder (disorder)	exact-synonym
DOID:14548	Steroid responders borderline glaucoma	exact-synonym
DOID:14548	Steroid-induced glaucoma - borderline (disorder)	exact-synonym
DOID:3814	extraskeletal chondroma	name
DOID:9120	amyloidosis	name
DOID:9120	amyloid disease	exact-synonym
DOID:10882	epidemic pleurodynia	name
DOID:10882	Bamble disease	exact-synonym
DOID:10882	Bornholm disease	exact-synonym
DOID:10882	devil's grip	exact-synonym
DOID:10882	epidemic myalgia	exact-synonym
DOID:10882	Epidemic pleurisy	exact-synonym
DOID:10882	Epidemic, myositis	exact-synonym
DOID:0060204	amyotrophic lateral sclerosis type 13	name
DOID:0060204	ALS13	exact-synonym
DOID:0060204	amyotrophic lateral sclerosis 13	exact-synonym
DOID:14547	sphenoid sinus squamous cell carcinoma	name
DOID:14547	Epidermoid carcinoma of the Sphenoidal sinus	exact-synonym
DOID:6262	follicular dendritic cell sarcoma	name
DOID:6262	Follicular Dendritic cell sarcoma	exact-synonym
DOID:6262	Follicular dendritic cell tumour	exact-synonym
DOID:13738	infarct of liver	name
DOID:13738	hepatic infarction	exact-synonym
DOID:13738	hepatic infarction (disorder)	exact-synonym
DOID:5845	anterolateral myocardial infarction	name
DOID:5977	renal pelvis neoplasm	name
DOID:5977	neoplasm of renal pelvis (disorder)	exact-synonym
DOID:5977	tumor of kidney Pelvis	exact-synonym
DOID:5977	tumor of renal pelvis (disorder)	exact-synonym
DOID:13431	bejel	name
DOID:13431	Bejel (disorder)	exact-synonym
DOID:13431	Njovera	exact-synonym
DOID:13431	Njovera (disorder)	exact-synonym
DOID:13431	Non-venereal endemic syphilis (disorder)	exact-synonym
DOID:13431	Non-venereal endemic syphilis (disorder) [Ambiguous]	exact-synonym
DOID:13431	Nonvenereal endemic syphilis	exact-synonym
DOID:13431	Nonvenereal endemic syphilis (& [Bejel] or [Njovera])	exact-synonym
DOID:0050626	gastrointestinal neuroendocrine tumor	name
DOID:0050626	malignant gastrointestinal neuroendocrine tumor	exact-synonym
DOID:2155	malignant ovarian germ cell neoplasm	name
DOID:2155	malignant germ cell tumor of ovary (disorder)	exact-synonym
DOID:2155	malignant Ovarian germ cell tumor	exact-synonym
DOID:14757	type III Ehlers-Danlos syndrome	name
DOID:14757	Ehlers-Danlos syndrome, type 3 (disorder)	exact-synonym
DOID:0050629	Aicardi-Goutieres syndrome	name
DOID:0050629	Cree encephalitis	exact-synonym
DOID:4662	thalamic disease	name
DOID:0060289	Ohdo syndrome	name
DOID:0060289	Ohdo blepharophimosis syndrome	exact-synonym
DOID:0050630	Aland Island eye disease	name
DOID:0050630	Forsius-Eriksson syndrome	exact-synonym
DOID:0050630	FORSIUS-ERIKSSON TYPE OCULAR ALBINISM	exact-synonym
DOID:1485	cystic fibrosis	name
DOID:1485	CF	exact-synonym
DOID:1485	mucoviscidosis	exact-synonym
DOID:14550	root resorption	name
DOID:4435	cavernous sinus meningioma	name
DOID:4435	meningioma of the Cavernous sinus	exact-synonym
DOID:1826	epilepsy syndrome	name
DOID:1826	epilepsy	exact-synonym
DOID:1826	epileptic syndrome	exact-synonym
DOID:14555	Foster-Kennedy syndrome	name
DOID:13446	basilar artery occlusion	name
DOID:5283	vagina leiomyosarcoma	name
DOID:5283	leiomyosarcoma of the vagina	exact-synonym
DOID:0050631	Allan-Herndon-Dudley syndrome	name
DOID:0050631	ALLAN-HERNDON SYNDROME	exact-synonym
DOID:14557	primary pulmonary hypertension	name
DOID:9935	chronic inflammation of lacrimal passage	name
DOID:0050632	oculocutaneous albinism	name
DOID:4059	ovary rhabdomyosarcoma	name
DOID:4059	Rhabdomyosarcoma of Ovary	exact-synonym
DOID:146	papilledema	name
DOID:0050745	diffuse large B-cell lymphoma	name
DOID:1459	hypothyroidism	name
DOID:1459	Thyroid deficiency	exact-synonym
DOID:1459	Thyroid insufficiency	exact-synonym
DOID:1521	cecum cancer	name
DOID:1521	malignant neoplasm of caecum	exact-synonym
DOID:1521	malignant tumor of the cecum	exact-synonym
DOID:0050743	mature T-cell and NK-cell lymphoma	name
DOID:0050743	mature T-cell and natural killer cell lymphoma	exact-synonym
DOID:0050743	NK-T cell lymphoma	exact-synonym
DOID:5088	mixed epithelial stromal tumour	name
DOID:2354	myelophthisic anemia	name
DOID:2354	ANEMIA LEUKOERYTHROBLASTIC	exact-synonym
DOID:2354	Anemia, leukoerythroblastic	exact-synonym
DOID:2354	Leukoerythroblastosis	exact-synonym
DOID:2354	Myelophthisic anemia (disorder)	exact-synonym
DOID:2354	myelophthisis	related-synonym
DOID:0050633	ocular albinism	name
DOID:2025	gestational choriocarcinoma	name
DOID:2025	Gestational choriocarcinoma (morphologic abnormality)	exact-synonym
DOID:2025	Gestational chorionepithelioma	exact-synonym
DOID:2025	Molar pregnancy with choriocarcinoma (disorder)	exact-synonym
DOID:14559	anaerobic meningitis	name
DOID:0050637	Finnish type amyloidosis	name
DOID:0050637	AMYLOIDOSIS, MERETOJA TYPE	exact-synonym
DOID:4090	agnosia	name
DOID:4090	Dyspraxia (finding)	exact-synonym
DOID:4090	Dyspraxia syndrome	exact-synonym
DOID:14566	disease of cellular proliferation	name
DOID:14566	cell process disease	exact-synonym
DOID:6258	type 1 papillary adenoma of the kidney	name
DOID:0050644	arterial calcification of infancy	name
DOID:0050644	generalized arterial calcification of infancy	exact-synonym
DOID:0050644	idiopathic infantile arterial calcification	exact-synonym
DOID:0050644	infantile arteriosclerosis	exact-synonym
DOID:2153	ovarian Wilms' cancer	name
DOID:2153	ovarian Wilms' tumor	related-synonym
DOID:1458	postsurgical hypothyroidism	name
DOID:1458	Post-surgical hypothyroidism	exact-synonym
DOID:1458	Postoperative hypothyroidism (disorder)	exact-synonym
DOID:9074	systemic lupus erythematosus	name
