disease_id	name	description
DOID:4422	malignant adenofibroma	
DOID:4423	sea-blue histiocyte syndrome	
DOID:4424	juvenile xanthogranuloma	
DOID:4428	dyslexia	A reading disorder resulting from a developmental reading disability involving the inability to process graphic symbols resulting in impairment of reading ability.
DOID:4430	somatostatinoma	
DOID:4432	pancreatic somatostatinoma	
DOID:4433	pancreatic delta cell neoplasm	
DOID:4434	small intestine neuroendocrine neoplasm	
DOID:4435	cavernous sinus meningioma	
DOID:4436	anterior cranial fossa meningioma	
DOID:4437	skull base meningioma	
DOID:4438	central nervous system germinoma	
DOID:4439	central nervous system germ cell tumor	
DOID:4440	seminoma	A germinoma that has_material_basis_in cells that make sperm and eggs.
DOID:4441	dysgerminoma	A germ cell cancer that derives_from cells that give rise to egg cells.
DOID:4442	cervical alveolar soft part sarcoma	An alveolar soft part sarcoma and cervical soft tissue tumor and malignant neoplasm of cervix uteri that is located_in the cervix.
DOID:4447	cystoid macular edema	
DOID:4448	macular degeneration	A retinal degeneration characterized by gradual deterioration of light-sensing cells in the tissues at the back of the eye; symptoms include vision loss.
DOID:4449	macular retinal edema	
DOID:445	Bartter disease	
DOID:4450	renal cell carcinoma	A renal carcinoma that has_material_basis_in the lining of the proximal convoluted renal tubule of the kidney.
DOID:4451	renal carcinoma	A kidney cancer that derives_from the lining of the proximal convoluted tubule (the very small tubes in the kidney that filter the blood and remove waste products).
DOID:4454	childhood kidney cell carcinoma	
DOID:4455	hereditary renal cell carcinoma	
DOID:446	hyperaldosteronism	An adrenal gland hyperfunction disease that results in the overproduction of aldosterone by the adrenal glands.
DOID:4463	multilocular clear cell renal cell carcinoma	
DOID:4464	collecting duct carcinoma	Collecting duct carcinoma is a renal cell carcinoma described as a rare and aggressive type of renal cell carcinoma. The cancerous cells form irregular tubes inside the tumor. Collecting duct carcinoma is more common among young people and unfortunately is diagnosed in most cases when the cancer has metastasized (spread inside the body).
DOID:4465	papillary renal cell carcinoma	A renal cell carcinoma that is characterized by the development of multiple, bilateral papillary renal tumors.
DOID:4467	renal clear cell carcinoma	A renal cell carcinoma that has_material_basis_in cells that appear very pale or clear when examined under microscope.
DOID:4468	clear cell adenocarcinoma	An adenocarcinoma that derives_from epithelial cells which have clear cytoplasm.
DOID:447	renal tubular transport disease	
DOID:4471	chromophobe adenocarcinoma	A renal cell carcinoma that has_material_basis_in chromophobe cell that appear pale when viewed under microscope, but that are larger and display different features than clear cells.
DOID:4472	mucinous tubular and spindle renal cell carcinoma	
DOID:4473	sarcomatoid renal cell carcinoma	
DOID:4479	pseudohypoaldosteronism	
DOID:4480	achondroplasia	An osteochondrodysplasia that results_in dwarfism which has_material_basis_in abnormal ossification of cartilage in located_in long bone.
DOID:4481	allergic rhinitis	A rhinitis that is an allergic inflammation and irritation of the nasal airways involving sneezing, runny nose, nasal congestion, itching and tearing of the eyes caused by exposure to an allergen such as pollen, dust, mold, animal dander and droppings of cockroaches or house dust mites.
DOID:4483	rhinitis	A upper respiratory infectious disease which involves irritation and inflammation of the mucous membrane of the nose due to viruses, bacteria or irritants. The inflammation results in generation of excessive amounts of mucus leading to runny nose, as well as nasal congestion and post-nasal drip.
DOID:4486	malignant biphasic mesothelioma	
DOID:4488	sarcomatoid mesothelioma	
DOID:4489	malignant epithelial mesothelioma	
DOID:4490	malignant peritoneal solitary fibrous tumor	
DOID:4491	persian gulf syndrome	A syndrome affecting returning military veterans and civilian workers of the Gulf War.
DOID:4492	avian influenza	An influenza that results_in infection located_in respiratory tract of humans, domestic and wild birds, has_material_basis_in Influenza A virus, which is transmitted_by contact with infected poultry. Five strains of avian influenza A viruses (H5N1, H7N3, H7N2, H7N7 and H9N2) are known to cause human infections. The infection has_symptom fever, has_symptom cough, has_symptom sore throat, has_symptom muscle aches, has_symptom nausea, has_symptom diarrhea, has_symptom vomiting, has_symptom neurologic changes, has_symptom pneumonia, and has_symptom acute respiratory distress.
DOID:450	myotonic disease	A muscular dystrophy that is characterized by progressive muscle wasting and weakness.
DOID:4500	hypokalemia	
DOID:4501	orofaciodigital syndrome	A genetic disease that is characterized by malformations of the face, oral cavity, and digits with polycystic kidney disease and variable involvement of the central nervous system and has_material_basis_in X-linked inheritance of an OFD gene.
DOID:4504	central nervous system angiosarcoma	A central nervous system sarcoma that is located_in the inner lining of blood vessels.
DOID:4505	pediatric angiosarcoma	An angiosarcoma that affects children.
DOID:4510	aorta angiosarcoma	An angiosarcoma that is located_in the aorta.
DOID:4511	breast angiosarcoma	An angiosarcoma and sarcoma of breast and vascular neoplasm of breast that is located_in the cells that line the blood vessels within the breast or underarm area.
DOID:4512	conventional angiosarcoma	
DOID:4513	gallbladder angiosarcoma	An angiosarcoma and gallbladder sarcoma that is located_in the gallbladder.
DOID:4514	thyroid angiosarcoma	A thyroid sarcoma and angiosarcoma that results_in a high prevalence of iodine-deficient goiter.
DOID:4515	thyroid sarcoma	A thyroid cancer that is located_in the supporting cells of the thyroid.
DOID:4517	skin angiosarcoma	An angiosarcoma and hemangioma of skin and malignant skin vascular tumor and sarcoma of skin that is located_in the skin and results_in an enlarged bruise (a blue-black nodule) and an unhealed ulceration.
DOID:452	pleomorphic adenoma	A gastrointestinal benign neoplasm that is a located_in the salivary glands.
DOID:4520	cervical endometrial stromal sarcoma	
DOID:4521	cervix endometrial stromal tumor	
DOID:4522	superior vena cava angiosarcoma	
DOID:4524	prostate angiosarcoma	An angiosarcoma and sarcoma of prostate that is located_in the prostate.
DOID:4525	mediastinum angiosarcoma	An angiosarcoma and sarcoma of the mediastinum that is located_in the mediastinum.
DOID:4527	ovarian angiosarcoma	
DOID:4531	mucoepidermoid carcinoma	A salivary gland carcinoma that is characterized by squamous cells, mucus-secreting cells, and intermediate cells.
DOID:4534	Hallermann-Streiff syndrome	A syndrome that affects growth, cranial development, hair growth and dental development.
DOID:4535	hypotrichosis	A hair disease that is characterized by sparse hair on the scalp resulting from abnormal hair follicle development and has_material_basis in mutations in proteins involved in hair growth, division or proliferation of cells within hair follicles.
DOID:4539	labyrinthine disease	
DOID:4540	dysgraphia	A writing disorder that involves a deficiency in the ability to write where the writing is distorted or incorrect, spelling difficulty, poor handwriting or trouble putting thoughts on paper.
DOID:4541	nominal aphasia	An agnosia that involves a severe problem with recalling words or names.
DOID:4542	basophil adenoma	
DOID:4543	retrograde amnesia	An amnestic disorder that involves a loss of one's pre-existing memories to conscious recollection.
DOID:4545	mesenchymal chondrosarcoma	
DOID:4546	pediatric mesenchymal chondrosarcoma	
DOID:4547	adult mesenchymal chondrosarcoma	An adult sarcoma of soft tissue and mesenchymal chondrosarcoma that is located_in the cartilage.
DOID:4548	extraskeletal mesenchymal chondrosarcoma	
DOID:4549	extraosseous chondrosarcoma	A chondrosarcoma that is located_in exclusively soft tissue.
DOID:4550	anal gland neoplasm	
DOID:4551	anus neoplasm	
DOID:4552	large cell carcinoma	A carcinoma that is composed of large, monotonous rounded or overtly polygonal-shaped cells with abundant cytoplasm.
DOID:4553	thymus large cell carcinoma	
DOID:4554	type C thymoma	
DOID:4555	ovarian large-cell neuroendocrine carcinoma	
DOID:4556	lung large cell carcinoma	
DOID:4557	oral leukoedema	
DOID:4558	Ludwig's angina	
DOID:456	ascariasis	A parasitic helminthiasis infectious disease that involves infection of the intestine with the nematode Ascaris lumbricoides. Larvae migrating through the lungs cause cough, wheezing and hemoptysis. Bowel or biliary obstruction causes cramping abdominal pain, nausea, and vomiting. Peritonitis, enlargement of the liver or spleen, toxicity and pneumonia are observed when larvae get into the portal circulation.
DOID:4560	non specific chronic endometritis	
DOID:4561	granulomatous endometritis	
DOID:4562	subacute bacterial endocarditis	
DOID:4584	choroid plexus meningioma	
DOID:4586	familial meningioma	
DOID:4587	benign meningioma	
DOID:4588	secretory meningioma	
DOID:4591	lymphoplasmacyte-rich meningioma	
DOID:4593	pediatric meningioma	
DOID:4594	microcystic meningioma	
DOID:4603	epidermolytic hyperkeratosis	
DOID:4606	bile duct cancer	A biliary tract cancer that is located_in the bile duct.
DOID:4607	biliary tract cancer	A gastrointestinal system cancer that results_in malignant growth located_in the gallbladder or located_in the bile duct.
DOID:4608	common bile duct neoplasm	
DOID:461	muscle benign neoplasm	
DOID:4610	intestinal benign neoplasm	A gastrointestinal system benign neoplasm that is located_in the intestine.
DOID:4613	ulnar neuropathy	
DOID:4617	periapical granuloma	
DOID:4618	maxillary neoplasm	A jaw cancer and maxillary disease that effects the maxilla or upper jaw.
DOID:4621	holoprosencephaly	A congenital nervous system abnormality characterized by failed or incomplete separation of the forebrain early in gestation; it is accompanied by a spectrum of characteristic craniofacial anomalies.
DOID:4624	Ollier disease	A syndrome that is characterized by an asymmetric distribution of cartilagenous tumors, which may lead to skeletal deformities and limb-length discrepancy. This condition primarily affects the long bones and cartilage of the joints of the arms and legs, specifically the area where the shaft and head of a long bone meet.
DOID:4626	hydranencephaly	
DOID:4627	ideomotor apraxia	
DOID:4630	inverted transitional papilloma	
DOID:4633	nasal cavity inverting papilloma	
DOID:4636	submandibular adenitis	
DOID:4637	cervical adenitis	
DOID:4638	postauricular lymphadenitis	
DOID:4639	suppurative lymphadenitis	
DOID:4640	axillary adenitis	
DOID:4644	epidermolysis bullosa simplex	
DOID:4645	retinal cancer	
DOID:4647	trilateral retinoblastoma	A retinoblastoma that refers to bilateral retinoblastoma associated with an intracranial primitive neuroectodermal tumor located_in the pineal or suprasellar region.
DOID:4648	familial retinoblastoma	
DOID:4650	bilateral retinoblastoma	A retinoblastoma that develops in both eyes.
DOID:4651	unilateral retinoblastoma	A retinoblastoma that effects only one eye.
DOID:4653	intraocular retinoblastoma	A retinoblastoma that is located_in the eye and has not spread to other parts of the body.
DOID:4656	extraocular retinoblastoma	A retinoblastoma that has spread from the soft tissues surrounding the eye or to the optic nerve beyond the margin of resection to other parts of the body.
DOID:4658	benign mastocytoma	
DOID:4659	extracutaneous mastocytoma	
DOID:4660	indolent systemic mastocytosis	
DOID:4661	multiple chemical sensitivity	A syndrome that is an adverse physical reaction to low levels of many common chemicals.
DOID:4662	thalamic disease	
DOID:4664	filamentary keratitis	
DOID:467	venous hemangioma	
DOID:4671	freemartinism	
DOID:4674	androgen insensitivity syndrome	A testicular disease and hermaphroditism that is characterized by the partial or complete inability of the cell to respond to androgens in individuals with a karyotype of 46,XY resulting in female physical traits but male genetic makeup.
DOID:4675	uremic neuropathy	
DOID:4676	uremia	
DOID:4677	keratitis	
DOID:4678	thymus mucoepidermoid carcinoma	
DOID:4679	breast mucoepidermoid carcinoma	
DOID:468	intramuscular hemangioma	
DOID:4680	breast metaplastic carcinoma	
DOID:4681	bile duct mucoepidermoid carcinoma	
DOID:4682	extrahepatic bile duct carcinoma	
DOID:4683	cutaneous mucoepidermoid carcinoma	
DOID:4685	lacrimal gland mucoepidermoid carcinoma	
DOID:4686	mucoepidermoid esophageal carcinoma	
DOID:4687	mucoepidermoid thyroid carcinoma	
DOID:4688	laryngeal mucoepidermoid carcinoma	
DOID:469	deep angioma	
DOID:4690	childhood mediastinal neurogenic tumor	
DOID:4691	malignant mediastinal neurogenic neoplasm	A mediastinal cancer that has_material_basis_in neural cells.
DOID:4692	endophthalmitis	A globe disease that is characterized by inflammation of the inside of the eye.
DOID:4693	nerve plexus neoplasm	
DOID:4696	intraneural perineurioma	
DOID:4697	perineurioma	
DOID:4698	nerve root neoplasm	
DOID:4699	epicardium cancer	
DOID:47	prostate disease	
DOID:470	verrucous keratotic hemangioma	
DOID:4702	mongolian spot	
DOID:4706	infratentorial cancer	A brain cancer that is located_in the infratentorial region.
DOID:4707	cervicomedullary junction neoplasm	
DOID:4708	foramen magnum meningioma	
DOID:471	skin hemangioma	
DOID:4715	gastric neuroendocrine neoplasm	
DOID:4716	malignant gastric germ cell tumor	
DOID:4717	extragonadal germ cell cancer	A germ cell cancer that derives_from germ cells that are found in areas of the body other than the ovary or testicle. The tumors originate in the sperm forming cells in the testicles or egg producing cells in the ovary.
DOID:4719	bone giant cell sarcoma	A malignant giant cell tumor that is composed_of multinucleated giant cells.
DOID:472	subglottic angioma	
DOID:4723	intracranial hypotension	
DOID:4724	brain edema	
DOID:4730	vasomotor rhinitis	A rhinitis which involves a hypersensitive reaction to various potentially irritating stimuli such as changes in weather, temperature, or barometric pressure, chemical irritants such as smoke, ozone, pollution, perfumes, and aerosol sprays, psychological stress and emotional shocks, medications, alcohol, and spicy food.
DOID:4731	atrophic rhinitis	A rhinitis which involves inflammation of the nose characterised by atrophy of nasal mucosa including the glands, turbinate bones, and the nerve elements supplying the nose that is caused by heredity factors, endocrine imbalance, nutritional deficiency, bacterial infection and autoimmune issues.
DOID:4734	calciphylaxis	
DOID:4737	somatoform disorder	A disease of mental health that involves physical symptoms suggesting a physical illness where the biological or medical cause of the symptoms is indeterminate.
DOID:4739	testicular Brenner tumor	
DOID:474	histiocytoid hemangioma	
DOID:4743	mixed testicular germ cell tumor	A mixed germ cell cancer that is located_in the testis.
DOID:4744	placenta accreta	A placenta disease that is characterized by an abnormally deep attachment of the placenta, through the endometrium and into the myometrium.
DOID:4749	middle cranial fossa meningioma	
DOID:4751	striatonigral degeneration	
DOID:4752	multiple system atrophy	
DOID:4756	testicular Leydig cell tumor	
DOID:4757	sex cord-stromal neoplasm	
DOID:476	breast hemangioma	
DOID:4762	vasculogenic impotence	
DOID:4765	pulmonary blastoma	An embryoma and malignant neoplasm of lung that derives_from tissues of the lung and derives_from pleura (a thin layer of tissue that covers the lungs and lines the interior wall of the chest cavity). It is most commonly effects children.
DOID:4766	embryoma	A carcinosarcoma and embryonal cancer that is located_in embryonic tissue and results_in a mass of rapidly growing cells.
DOID:4767	classic pulmonary blastoma	
DOID:4768	epithelial predominant pulmonary blastoma	
DOID:4769	pleuropulmonary blastoma	A pulmonary blastoma that derives_from the lung or pleural cavity.
DOID:4772	mesoblastic nephroma	A kidney cancer that is found in the kidney and is usually found before birth by ultrasound or within the first 3 months of life.
DOID:4773	congenital mesoblastic nephroma	
DOID:4776	rapidly progressive glomerulonephritis	
DOID:4777	exudative glomerulonephritis	
DOID:4778	proliferative glomerulonephritis	
DOID:4779	focal embolic glomerulonephritis	
DOID:4780	anti-basement membrane glomerulonephritis	
DOID:4781	diffuse glomerulonephritis	
DOID:4782	subacute glomerulonephritis	
DOID:4783	mesangial proliferative glomerulonephritis	
DOID:4784	immune-complex glomerulonephritis	
DOID:4787	cerebellopontine angle primitive neuroectodermal	
DOID:4788	intracranial primitive neuroectodermal tumor	
DOID:479	angiokeratoma	
DOID:4790	medulloepithelioma	
DOID:4791	supratentorial primitive neuroectodermal tumor	
DOID:4794	ependymoblastoma	
DOID:4795	Tay-Sachs disease AB variant	
DOID:4796	space motion sickness	
DOID:4797	SM-AHNMD	
DOID:4798	aggressive systemic mastocytosis	
DOID:48	male reproductive system disease	A reproductive system disease that affects male reproductive organs.
DOID:480	movement disease	
DOID:481	central nervous system hereditary degenerative disease	
DOID:4810	cerebrotendinous xanthomatosis	A xanthomatosis that is characterized by a deficiency in the production of the bile acid, chenodeoxycholic acid that has_material_basis_in autosomal recessive inheritance and results in cholestanol deposition in the brain and other tissues and with elevated levels of cholesterol in plasma.
DOID:4812	adult brainstem gliosarcoma	
DOID:4813	adult brain stem glioma	
DOID:4817	ganglioneuroma	
DOID:482	hemangioma of peripheral nerve	
DOID:4829	adenosquamous cell lung carcinoma	
DOID:483	cavernous hemangioma	
DOID:4830	adenosquamous carcinoma	A squamous cell carcinoma that contains squamous cells and gland-like cells.
DOID:4837	Gorham's disease	A syndrome that is characterized by bone loss (osteolysis) which is often associated with swelling or abnormal blood vessel growth (angiomatous proliferation). Bone loss can occur in just one bone or spread to soft tissue and adjacent bones.
DOID:4838	myoepithelial carcinoma	A carcinoma that derives_from myoepithelial cells.
DOID:4839	sebaceous adenocarcinoma	
DOID:484	vascular hemostatic disease	
DOID:4840	sebaceous carcinoma	
DOID:4843	subependymal glioma	
DOID:4844	benign ependymoma	
DOID:4845	pilomyxoid astrocytoma	
DOID:4846	cauda equina intradural extramedullary astrocytoma	
DOID:4847	cauda equina neoplasm	
DOID:4848	cerebellar astrocytoma	
DOID:4851	pilocytic astrocytoma	An astrocytoma that is characterized by cells that look like fibers when viewed under a microscope and is located_in the brain.
DOID:4852	pleomorphic xanthoastrocytoma	
DOID:4853	pilocytic astrocytoma of cerebellum	
DOID:4855	diencephalic astrocytomas	
DOID:4856	gliofibroma	
DOID:4858	pineal gland astrocytoma	
DOID:486	glomeruloid hemangioma	
DOID:4860	brain stem astrocytic neoplasm	
DOID:4863	spinal cord astrocytoma	
DOID:4866	salivary gland adenoid cystic carcinoma	A salivary gland carcinoma that is characterized by a distinctive pattern in which abnormal nests or cords of epithelial cells surround and/or infiltrate ducts or glandular structures within the affected organ. These structures are typically filled with a mucous-like material or contain abnormal fibrous membranes.
DOID:4867	cervical adenoid cystic carcinoma	
DOID:4868	prostate adenoid cystic carcinoma	
DOID:4869	laryngeal adenoid cystic carcinoma	
DOID:4870	lacrimal gland adenoid cystic carcinoma	
DOID:4871	cutaneous adenocystic carcinoma	
DOID:4872	lung adenoid cystic carcinoma	
DOID:4873	anterior horn cell disease	
DOID:4875	trachea adenoid cystic carcinoma	
DOID:4876	trachea carcinoma	A tracheal cancer that effects the airway that leads from the larynx to the bronchi.
DOID:4877	breast adenoid cystic carcinoma	
DOID:4878	esophageal adenoid cystic carcinoma	An esophageal carcinoma that derives_from epithelial cells of the salivary gland.
DOID:4879	Bartholin's gland adenoid cystic carcinoma	
DOID:4880	kidney clear cell sarcoma	A kidney sarcoma that has_material_basis_in clear cells that are characterized as cells that look clear when viewed under a microscope.
DOID:4885	Colorado tick fever	A viral infectious disease that results_in infection, has_material_basis_in Colorado tick fever virus, which is transmitted_by rocky mountain wood tick, Dermacentor andersoni. The infection has_symptom fever for 2-3 days, followed by an afebrile period of similar duration and then another 2-3 days of fever, has_symptom headache, has_symptom myalgia, and has_symptom fatigue.
DOID:4889	lymph node tuberculosis	An extrapulmonary tuberculosis that is located_in lymph node, and has_symptom lymphadenopathy, has_symptom fever, has_symptom weight loss, has_symptom fatigue, has_symptom night sweats and has_symptom cough.
DOID:4890	juvenile myoclonic epilepsy	A adolescence-adult electroclinical syndrome that is characterized by brief, involuntary twitching of a muscle or a group of muscles (myoclonus) early in the morning with onset between 12 and 18 years.
DOID:4892	middle ear adenocarcinoma	A middle ear carcinoma that derives_from epithelial cells of glandular origin.
DOID:4893	middle ear carcinoma	A middle ear cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
DOID:4894	rete ovarii adenocarcinoma	
DOID:4895	rete ovarii neoplasm	
DOID:4896	bile duct adenocarcinoma	A bile duct carcinoma that derives_from epithelial cells of glandular origin.
DOID:4897	bile duct carcinoma	A bile duct cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
DOID:490	hemangioma of lung	
DOID:4901	peritoneal serous adenocarcinoma	
DOID:4902	appendix carcinoma	An appendix cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
DOID:4903	granular cell carcinoma	A carcinoma that derives_from epithelial cells, with polygonal accumulation of secondary lysosomes in the cytoplasm.
DOID:4905	pancreatic carcinoma	A pancreas cancer that derives_from epithelial cells located_in the pancreas.
DOID:4906	small intestine adenocarcinoma	A small intestine carcinoma that derives_from epithelial cells of glandular origin.
DOID:4907	small intestine carcinoma	A small intestine cancer that develops from epithelial cells and is located_in the small intestine.
DOID:4908	anal carcinoma	A anus cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells and is located_in the anus.
DOID:4910	urethra adenocarcinoma	An urethra cancer that derives_from epithelial cells of glandular origin.
DOID:4914	esophagus adenocarcinoma	An esophageal carcinoma that derives_from epithelial cells of glandular origin.
DOID:4915	basophilic carcinoma	
DOID:4916	pituitary carcinoma	
DOID:4917	villous adenocarcinoma	An adenocarcinoma that derives_from epithelial cells originating in glandular tissue, with villous architecture.
DOID:4918	renal pelvis adenocarcinoma	A renal pelvis carcinoma that derives_from epithelial cells of glandular origin.
DOID:4919	renal pelvis carcinoma	
DOID:492	acquired hemangioma	
DOID:4920	eccrine adenocarcinoma	An eccrine sweat gland cancer that derives_from epithelial cells of glandular origin.
DOID:4921	eccrine sweat gland cancer	
DOID:4922	breast secretory carcinoma	
DOID:4923	thymus adenocarcinoma	A thymic carcinoma that derives_from epithelial cells of glandular origin.
DOID:4926	bronchiolo-alveolar adenocarcinoma	
DOID:4927	Klatskin's tumor	
DOID:4928	intrahepatic cholangiocarcinoma	
DOID:4929	tubular adenocarcinoma	An adenocarcinoma that derives_from epithelial cells originating in glandular tissue. The tumor has branched angular tubules embedded in a loose fibrous stroma.
DOID:4930	nasal cavity adenocarcinoma	A nasal cavity carcinoma that derives_from epithelial cells of glandular origin.
DOID:4931	nasal cavity carcinoma	A nasal cavity cancer that_has_material_basis_in epithelial cells.
DOID:4932	ampulla of Vater carcinoma	An ampulla of Vater cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
DOID:4933	apocrine adenocarcinoma	An apocrine sweat gland cancer that derives_from epithelial cells of glandular origin.
DOID:4934	apocrine sweat gland cancer	
DOID:4938	ureter adenocarcinoma	An ureter carcinoma that derives_from epithelial cells of glandular origin.
DOID:4939	ureter carcinoma	An ureter cancer that is located_in the ureter.
DOID:4943	adenocarcinoma in situ	
DOID:4944	gastroesophageal junction adenocarcinoma	
DOID:4947	cholangiocarcinoma	A bile duct adenocarcinoma that has_material_basis_in bile duct epithelial cells.
DOID:4948	gallbladder carcinoma	A gallbladder cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
DOID:495	sclerosing hemangioma	
DOID:4952	postpoliomyelitis syndrome	A poliomyelitis that results_in atrophy located_in muscle, many years after the initial infection, has_material_basis_in Human poliovirus 1, has_material_basis_in Human poliovirus 2, or has_material_basis_in Human poliovirus 3. It is characterized by new weakening in muscles that were previously affected by the polio infection and in muscles that were unaffected. The infection has_symptom muscle weakness, has_symptom muscle pain, has_symptom sleep apnea, and has_symptom breathing problems.
DOID:4953	poliomyelitis	A viral infectious disease that results_in destruction located_in motor neurons, has_material_basis_in Human poliovirus 1, has_material_basis_in Human poliovirus 2, or has_material_basis_in Human poliovirus 3, which are transmitted_by ingestion of food or water contaminated with feces, or transmitted_by direct contact with the oral secretions. The infection has_symptom fever, has_symptom sore throat, has_symptom headache, has_symptom vomiting, has_symptom fatigue, has_symptom neck stiffness, has_symptom muscle spasms, and has_symptom acute flaccid paralysis.
DOID:4955	central nervous system melanocytic neoplasm	
DOID:4957	meninges hemangiopericytoma	
DOID:4959	epidermolysis bullosa dystrophica	
DOID:496	spindle cell hemangioma	
DOID:4960	bone marrow cancer	A hematopoietic cancer that derives_from the blood-forming stem cells of the bone marrow.
DOID:4961	bone marrow disease	
DOID:4962	pericardial tuberculosis	An extrapulmonary tuberculosis that is located_in pericardium resulting in acute pericarditis, chronic pericardial effusion, cardiac tamponade or pericardial constriction.
DOID:4964	neurotic disorder	An anxiety disorder that involves discress but neither delusions nor hallucinations.
DOID:4968	Nelson syndrome	
DOID:4969	Gerstmann syndrome	A nervous system disease that results_from damage located_in left parietal lobe, has_symptom agraphia, has_symptom acalculia, has_symptom finger agnosia.
DOID:4970	prosopagnosia	An agnosia that results in the loss of the ability to consciously recognize familiar faces.
DOID:4971	myelofibrosis	A myeloma that is located_in the bone marrow which results_in bone marrow being replaced by fibrous (scar) tissue.
DOID:4972	myelodysplastic myeloproliferative cancer	A bone marrow cancer that results_in the overproduction of white blood cells.
DOID:4974	actinobacillosis	A commensal bacterial infectious disease that results_in infection, has_material_basis_in Actinobacillus ureae, which is a commensal of the human respiratory tract. The pathogen causes meningitis, endocarditis, bacteremia, atrophic rhinitis, bronchitis, pneumonia, conjunctivitis, peritonitis, and otitis media.
DOID:4976	elephantiasis	
DOID:4977	lymphedema	
DOID:4985	extraosseous Ewings sarcoma-primitive neuroepithelial tumor	
DOID:4986	nonparalytic poliomyelitis	A poliomyelitis that results_in destruction located_in motor neurons, has_material_basis_in Human poliovirus 1, has_material_basis_in Human poliovirus 2, or has_material_basis_in Human poliovirus 3, which are transmitted_by ingestion of food or water contaminated with feces, or transmitted_by direct contact with the oral secretions. The infection has_symptom fever, has_symptom sore throat, has_symptom headache, has_symptom vomiting, has_symptom fatigue, has_symptom neck stiffness, and has_symptom muscle spasms.
DOID:4988	alcoholic pancreatitis	
DOID:4989	pancreatitis	
DOID:4990	essential tremor	A movement disorder that causes involuntary tremors, especially in the hands. It occurs alone without other neurological signs and symptoms.
DOID:4991	optic nerve astrocytoma	
DOID:4992	optic nerve glioma	
DOID:4993	atypical polypoid adenomyoma	
DOID:4994	adenomyoma of uterine corpus	
DOID:4995	cervical adenomyoma	
DOID:4997	Camurati-Engelmann disease	An osteosclerosis that has_material_basis_in mutations in the TGFB1 gene which results_in increased bone density located_in long bone.
DOID:4998	trichorhinophalangeal syndrome type II	An exostosis that has_material_basis_in mutation of the EXT1 and TRPS1 gene which results_in multiple exostosis along with short stature and cone-shaped ends located_in epiphysis. The disease has_symptom sparse scalp hair, has_symptom thin upper lip, has_symptom rounded nose.
DOID:50	thyroid gland disease	An endocrine system disease that is located_in the thyroid.
DOID:5003	eunuchism	A hypogonadism that is characterized by the lack of mature male germ cells and testicular hormones.
DOID:501	central nervous system hemangioma	
DOID:5015	hepatocellular fibrolamellar carcinoma	
DOID:5016	hepatocellular clear cell carcinoma	
DOID:502	central nervous system mesenchymal non-meningothelial tumor	
DOID:5022	aflatoxins-related hepatocellular carcinoma	
DOID:5026	sclerosing hepatic carcinoma	
DOID:5030	pineal parenchymal tumor of intermediate differentiation	
DOID:5031	adult pineal parenchymal tumor	
DOID:5032	pineal gland cancer	An endocrine gland located_in the pineal gland located in the brain.
DOID:5039	myoblastoma	
DOID:5040	malignant granular cell esophageal tumor	
DOID:5041	esophageal cancer	A gastrointestinal system cancer that is located_in the esophagus.
DOID:5042	malignant granular cell myoblastoma	
DOID:5043	vulvar granular cell tumor	
DOID:5044	cardiac granular cell neoplasm	
DOID:5046	mediastinal granular cell myoblastoma	
DOID:5047	neurohypophysis granular cell tumor	
DOID:5048	posterior pituitary gland neoplasm	
DOID:505	hobnail hemangioma	
DOID:5050	ehrlich tumor carcinoma	
DOID:5052	melioidosis	A primary bacterial infectious disease that results_in infection, has_material_basis_in Burkholderia pseudomallei, which is transmitted_by contact with the contaminated water or soil. The infection has_symptom fever, has_symptom respiratory distress, has_symptom chest pain, and has_symptom stomach pain.
DOID:5056	adult cerebellar neoplasm	
DOID:5057	papillary meningioma of the cerebellum	
DOID:5058	rhabdoid meningioma	
DOID:5059	childhood cerebellar neoplasm	
DOID:5062	phencyclidine abuse	A substance abuse that involves the recurring use of phencyclidine (PCP) drugs despite negative consequences.
DOID:5063	basosquamous carcinoma	
DOID:507	adjustment disorder	A disease of mental health that is an abnormal and excessive emotional and behavioral reaction to a life stress that develops within 3 months of a life stress, and which is stronger or greater than what would be expected for the type of event that occurred.
DOID:5074	malignant ependymoma	A malignant glioma that is derived from ependymal cells, a type of glial cell, located_in ventricle lining within the central part of the brain.
DOID:5075	myxopapillary ependymoma	
DOID:5076	mixed glioma	
DOID:5077	subependymal giant cell astrocytoma	
DOID:5078	ganglioglioma	A cell type benign neoplasm that has_material_basis_in glial-type cells.
DOID:5082	liver cirrhosis	
DOID:5083	iodine hypothyroidism	
DOID:5088	mixed epithelial stromal tumour	
DOID:5090	sternum cancer	A bone cancer and neoplasm of chest wall and sternal disorder that is located_in the sternum.
DOID:5093	thoracic cancer	An organ system cancer located_in the thoracic cavity that develops in the different types of cells within the lungs, as well as less common cancers of the esophagus, the trachea, or the chest wall.
DOID:5099	middle ear cancer	An auditory system cancer that is located_in the middle ear.
DOID:5100	middle ear disease	
